"","id","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","C6","country","uso_ia_frecuencia","studyArea","education","workArea","gender","age","optionsCount"
"163","flbwd1UH5FiahkYH7E1q",3,4,4,3,1,1,1,1,2,3,4,"Argentina","frecuente","ciencias-salud","masters","salud-servicios-sociales","female",50,2
"164","FLJ8s69HGsjTsM4Mmdh4",3,4,4,3,2,3,2,4,5,4,5,"España","frecuente","ciencias-salud","masters","consultoria-servicios-profesionales","female",31,2
"165","FlWP4LWic4LgUNs6Jhmv",3,4,5,4,3,3,3,2,2,4,4,"Argentina","frecuente","ciencias-sociales-humanidades","masters","educacion","female",27,2
"166","fn6GJUViEqKCGPozdVR5",4,4,4,4,2,2,2,2,2,4,4,"Argentina","frecuente","ciencias-sociales-humanidades","masters","consultoria-servicios-profesionales","male",49,2
"167","FNltA9tlpeHNolf6ccZ6",3,3,4,3,3,2,2,2,3,3,2,"Argentina","esporadicamente","ciencias-sociales-humanidades","bachelors","otra-no-aplica","female",24,2
"168","FOBooXNHHDon3ihHY7F1",3,3,3,3,3,1,1,1,1,1,1,"Argentina","esporadicamente","ciencias-educacion","bachelors","educacion","female",55,2
"169","FOtUu7kPTQAXkcG86bHn",2,3,4,3,3,1,3,1,1,1,1,"Argentina","esporadicamente","arte-diseno","bachelors","educacion","female",43,3
"170","fPY617qsEuXHP0sPJ2Gv",4,3,4,4,2,3,3,2,3,3,4,"España","esporadicamente","ciencias-educacion","high-school","educacion","female",59,3
"171","FrBEqbLGw9e6YNdIRaRO",3,4,4,4,2,3,3,3,3,4,4,"Argentina","ocasional","derecho-ciencias-juridicas","bachelors","consultoria-servicios-profesionales","male",74,3
"172","FRNZHAQPzSYFZSKRaJEE",3,4,4,4,3,2,3,2,3,3,4,"Argentina","frecuente","ciencias-salud","masters","educacion","male",53,2
"173","fVy9M1RNn8P3otxbDK77",4,5,5,4,3,2,4,2,3,3,5,"Argentina","frecuente","derecho-ciencias-juridicas","masters","educacion","female",63,2
"174","Fz95j6fdI5U15neNyT95",3,4,4,2,4,2,2,1,1,2,4,"Argentina","ocasional","ciencias-educacion","bachelors","educacion","female",47,2
"175","g2iW9324qvBRdVNrn2YX",3,4,4,3,3,2,2,2,3,3,4,"Argentina","esporadicamente","comunicacion-periodismo","masters","educacion","female",47,2
"176","g6dkhBWhpRrnQ4GSurEq",3,5,5,4,2,4,4,2,1,5,4,"Argentina","frecuente","ciencias-salud","bachelors","comercio-ventas","male",24,3
"177","GaG4Gw7ENkiu5ER1L0hV",3,4,4,4,2,1,3,1,2,2,2,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","arte-cultura-diseno","female",45,2
"178","GaIRYgHmhEBYxPmtZ1tj",3,3,3,3,3,3,3,3,4,3,3,"Argentina","esporadicamente","ciencias-salud","bachelors","salud-servicios-sociales","male",62,3
"179","gEODGY6SlAfHDDeFg3U8",1,3,3,1,5,1,1,1,1,1,2,"Argentina","esporadicamente","ciencias-salud","bachelors","salud-servicios-sociales","prefer-not-to-say",38,3
"180","gesBhaytcG6687VyOKIP",2,3,4,3,3,2,2,1,1,2,4,"Argentina","esporadicamente","ciencias-salud","bachelors","salud-servicios-sociales","female",48,2
"181","GJ0WGwho8hum8Id85bB8",4,4,5,3,3,2,2,2,4,4,4,"Argentina","frecuente","ciencias-educacion","bachelors","educacion","female",65,3
"182","GlNS6I9Urcw8cnR5ZYwm",3,3,4,3,2,2,2,2,2,3,3,"Argentina","ocasional","ciencias-exactas-naturales","bachelors","educacion","male",52,3
"183","gnQV8N6LkNbkSumD74Gz",3,4,4,4,2,2,1,1,1,3,3,"Argentina","esporadicamente","ciencias-sociales-humanidades","high-school","educacion","male",36,3
"184","gqgBnyq09qr6aFaRoXSi",3,4,4,2,3,2,1,1,1,4,4,"Argentina","ocasional","comunicacion-periodismo","bachelors","arte-cultura-diseno","male",41,2
"185","GqXrbE24WWt9lpsb5xmk",4,4,4,4,3,3,3,1,2,2,2,"España","ocasional","ciencias-educacion","bachelors","educacion","female",25,3
"186","GR4hWFmQxWcCWbmjART1",3,3,4,3,3,2,2,1,1,1,2,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","educacion","female",52,2
"187","GSSClVjjveWe1w24kzzn",2,4,4,2,4,2,2,2,3,2,4,"Argentina","esporadicamente","ciencias-economicas-administracion","high-school","comercio-ventas","female",45,3
"188","GvJuBHxX45U3bi1hOKD1",4,4,4,3,3,2,3,2,3,2,2,"Argentina","esporadicamente","ciencias-salud","bachelors","salud-servicios-sociales","female",72,2
"189","GVwkySHQUBecogtGMOtd",4,4,4,4,2,4,4,3,3,4,4,"Argentina","ocasional","otra-no-aplica","bachelors","otra-no-aplica","male",34,2
"190","Gy2qITYn4Li0Ae5puUSK",5,5,5,4,1,3,2,2,2,3,5,"Argentina","frecuente","comunicacion-periodismo","doctorate","educacion","female",50,2
"191","h5fJ1DkKLvwknCEZDUAk",3,4,4,4,3,2,4,2,2,4,4,"Argentina","ocasional","ciencias-educacion","bachelors","educacion","female",39,3
"192","h8rgdDSQH6mXLbeBMME3",2,1,4,2,4,3,2,3,2,2,3,"Argentina","esporadicamente","ciencias-economicas-administracion","bachelors","administracion-finanzas","female",25,2
"193","hj0tBaZO1hU1oEckqLgS",3,4,4,3,3,2,2,2,2,3,2,"Argentina","esporadicamente","ciencias-educacion","other","educacion","female",48,3
"194","hjDB456bCAyjanBzoE0m",4,5,5,5,2,2,2,2,2,4,4,"Argentina","frecuente","ciencias-salud","doctorate","consultoria-servicios-profesionales","female",60,3
"195","HkrzfmUJCEPHGD3umtCY",1,5,1,1,3,3,3,2,3,4,4,"Argentina","frecuente","ciencias-economicas-administracion","other","comercio-ventas","male",18,3
"196","hLtwWmhsEqhrvwGu1tfu",5,4,5,4,2,2,3,1,1,3,3,"Argentina","frecuente","ciencias-sociales-humanidades","other","consultoria-servicios-profesionales","female",36,2
"197","hPXAdfzPnIGWMU4BYixT",4,3,4,4,3,3,3,2,4,4,4,"Argentina","esporadicamente","arte-diseno","bachelors","consultoria-servicios-profesionales","male",38,2
"198","hR5c74gaBPIEzC0XLB7r",3,4,5,4,3,4,3,3,2,3,4,"Argentina","frecuente","ciencias-sociales-humanidades","high-school","consultoria-servicios-profesionales","female",28,2
"199","HR5ds6iaOIlmGtyXtgBt",4,4,4,4,2,4,4,3,3,4,4,"España","frecuente","ciencias-educacion","other","educacion","female",23,3
"200","hSkAfqWG9MG5Tz5rAxFJ",3,4,1,4,1,3,1,1,3,3,3,"Argentina","esporadicamente","derecho-ciencias-juridicas","bachelors","tecnologia-informatica","female",64,2
"201","htmNgLiLxiYBula0wke0",3,4,4,3,3,2,2,1,1,3,2,"Argentina","ocasional","ciencias-exactas-naturales","bachelors","administracion-finanzas","female",57,2
"202","huIjbucnh0JTvmI6mFCA",5,5,5,5,2,1,4,1,1,4,4,"España","frecuente","ciencias-educacion","bachelors","educacion","female",52,2
"203","HuYqp7lyWyLHBMoHHAdn",3,4,4,4,2,3,3,2,2,4,4,"Argentina","frecuente","arte-diseno","bachelors","arte-cultura-diseno","male",41,2
"204","hWY4d2RGl4xH40vIZ9Xy",3,4,4,3,3,4,4,2,2,4,4,"Argentina","ocasional","ciencias-salud","bachelors","educacion","female",34,3
"205","Hz99eBTVIpJOQUyoQGaB",2,4,5,2,4,2,2,1,1,2,2,"Argentina","ocasional","ciencias-salud","bachelors","salud-servicios-sociales","female",30,2
"206","hZFBZK3on3jQaOcmVkZL",4,4,4,4,3,2,3,1,1,3,3,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","consultoria-servicios-profesionales","female",58,3
"207","HzMDaaPAq7aRNpetJkSB",3,5,5,4,2,4,5,5,4,4,5,"Uruguay","frecuente","ciencias-economicas-administracion","masters","comercio-ventas","male",38,3
"208","I188BB553UcI5H7rFOEV",4,4,4,4,2,4,1,2,4,4,5,"Uruguay","frecuente","ciencias-sociales-humanidades","masters","administracion-finanzas","female",40,3
"209","i1JtnxVm1iUNjbSYX1tC",4,4,5,4,1,2,3,3,3,3,3,"Argentina","frecuente","ciencias-educacion","masters","educacion","female",54,3
"210","i2DuDU4egzrsdYvzG6Ql",5,4,5,5,2,4,4,3,2,5,4,"Argentina","ocasional","ciencias-exactas-naturales","high-school","administracion-finanzas","male",19,2
"211","i7isDpWxiGNdn7QQtiAW",4,4,4,4,2,2,2,2,2,2,4,"Argentina","frecuente","ciencias-educacion","doctorate","gobierno-sector-publico","female",42,3
"212","i8M7UPuye91ymIxehD3c",5,5,5,4,3,4,3,4,4,3,4,"Argentina","esporadicamente","derecho-ciencias-juridicas","masters","gobierno-sector-publico","female",48,3
"213","IbfxDiUYgRqIbCOO3Y9z",5,5,5,5,3,1,1,1,1,5,3,"Argentina","frecuente","ciencias-economicas-administracion","masters","administracion-finanzas","male",45,3
"214","iFdC3XNVsjPCIT6ES1ag",4,4,4,4,3,3,3,3,2,4,3,"Argentina","frecuente","ciencias-educacion","masters","gobierno-sector-publico","male",54,2
"215","igKeKRW2WyKWRoWiPE4R",3,3,4,3,3,2,4,2,2,2,4,"Argentina","frecuente","ciencias-exactas-naturales","bachelors","educacion","female",50,3
"216","iHTRkbyOdNQzq9w3dQJ3",2,3,5,1,5,5,5,4,5,5,5,"Argentina","frecuente","ingenieria-tecnologia","bachelors","otra-no-aplica","female",34,3
"217","imgfYmJKspMQzvZni3FN",2,4,4,3,3,2,4,1,1,2,4,"Argentina","ocasional","otra-no-aplica","bachelors","educacion","female",52,2
"218","Iphrf03NB6bc4tDeFl54",3,3,4,3,3,2,2,1,1,4,3,"Argentina","ocasional","ciencias-sociales-humanidades","masters","educacion","female",37,2
"219","iQuBLN0btf5uyh0OTAty",5,5,5,5,1,5,4,2,5,5,5,"Argentina","frecuente","ciencias-sociales-humanidades","doctorate","educacion","male",39,2
"220","iQXTbnyEc5ZuNUp73nq0",1,4,5,2,2,2,5,1,1,1,2,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","otra-no-aplica","female",22,2
"221","ISbze9zSMMU5cakwGdNA",4,4,4,4,3,3,3,2,3,4,3,"Perú","frecuente","ciencias-sociales-humanidades","bachelors","consultoria-servicios-profesionales","male",52,3
"222","IVyHNf2Nc1443qyHrqNX",4,5,5,4,2,2,2,1,3,4,4,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","gobierno-sector-publico","female",28,2
"223","IXFWeJtJiJ6BjnNPnGvZ",4,4,4,3,4,2,2,1,1,4,3,"Argentina","frecuente","otra-no-aplica","high-school","otra-no-aplica","female",18,2
"224","iYVECJDxndyPa6zVOZeK",3,4,5,3,3,2,3,1,1,4,4,"Argentina","frecuente","comunicacion-periodismo","bachelors","consultoria-servicios-profesionales","female",54,3
"225","j07yl2qvyjbz6BAcj87K",3,3,4,3,5,4,4,2,2,3,3,"España","ocasional","ciencias-educacion","bachelors","educacion","female",22,3
"226","J0w2ZfY68QT6Cuggbvf6",2,2,4,2,3,2,1,1,1,2,3,"Argentina","ocasional","ciencias-salud","bachelors","consultoria-servicios-profesionales","female",54,3
"227","J3YZZCgPnom89BV0k2sf",4,4,5,3,3,2,2,2,4,3,4,"Argentina","frecuente","ciencias-salud","doctorate","educacion","female",41,2
"228","j6xhCNybeC3UgFs1kmSV",3,4,4,2,2,2,2,1,1,2,3,"Argentina","frecuente","ciencias-educacion","bachelors","educacion","female",40,2
"229","J6ZCnEDzuAflVlnvMvvb",5,5,5,4,3,3,2,3,3,4,5,"Chile","frecuente","comunicacion-periodismo","bachelors","tecnologia-informatica","female",39,3
"230","J7b2eqMe7YI9hyjOUQ5i",4,4,4,4,2,4,4,4,4,4,4,"Otros","frecuente","ciencias-educacion","masters","educacion","male",65,2
"231","J7JHbZIGIsRAhyKeX0yA",3,4,5,3,2,4,2,2,2,2,4,"Argentina","ocasional","ciencias-exactas-naturales","bachelors","educacion","male",61,3
"232","jBL0Xng9rpQ3aPHncReX",4,5,5,4,3,3,2,2,2,3,5,"Argentina","frecuente","ciencias-sociales-humanidades","doctorate","educacion","female",57,3
"233","JC3rpbhgW2Q6yN7Qes3l",2,4,4,4,4,3,2,2,1,4,2,"Argentina","ocasional","ciencias-salud","bachelors","otra-no-aplica","female",19,3
"234","JDlAMk27Atk5Bx0gkexs",3,4,5,4,3,3,2,1,1,4,2,"Argentina","esporadicamente","ciencias-economicas-administracion","high-school","otra-no-aplica","male",19,3
"235","Je1IstKmImCoFsOpvVRj",4,4,5,4,2,2,2,2,4,4,4,"Argentina","frecuente","ciencias-educacion","masters","educacion","female",44,3
"236","Je7CJ8TPnP6l3PhHQb6Y",3,4,4,4,2,3,3,3,3,4,4,"Argentina","esporadicamente","ciencias-salud","bachelors","gobierno-sector-publico","female",60,2
"237","JFlYAHtj6gsE0dcz562B",4,4,4,3,3,2,2,1,2,4,4,"Argentina","frecuente","comunicacion-periodismo","bachelors","tecnologia-informatica","prefer-not-to-say",42,2
"238","JIGuJ0hyucicBRIIWk0W",4,4,4,4,3,3,2,5,5,4,4,"Argentina","ocasional","ciencias-salud","bachelors","educacion","female",43,2
"239","jMzfHEPHuO5Iev8eRbx9",4,3,4,3,2,2,2,1,1,5,4,"Argentina","frecuente","otra-no-aplica","bachelors","educacion","female",23,3
"240","jnDfAMDSKEaPHvpN6HqZ",4,3,4,4,3,3,3,1,2,3,3,"Argentina","esporadicamente","ciencias-salud","bachelors","educacion","female",37,2
"241","JrIW2fQKgXViHdzndROH",4,5,5,4,2,3,4,2,2,4,3,"Argentina","ocasional","ciencias-educacion","bachelors","salud-servicios-sociales","male",29,2
"242","JuisXHjewb5aRiOHpmb4",3,4,5,3,3,3,4,2,2,3,5,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","educacion","female",22,3
"243","jUzoCvxirT4ulXFOmEXi",3,4,4,4,2,2,2,1,1,2,3,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","arte-cultura-diseno","female",47,3
"244","JvSElzh8DPuIg6T6wtKd",3,5,5,5,2,5,4,3,3,5,5,"Argentina","ocasional","ciencias-economicas-administracion","bachelors","tecnologia-informatica","female",39,2
"245","jwUhOT5atWRZ05GbSJZ4",3,4,3,3,2,3,2,4,3,4,4,"Argentina","ocasional","otra-no-aplica","high-school","otra-no-aplica","male",18,2
"246","jYUqnU9CMSlzfGEvvJ6q",2,2,3,2,4,1,2,1,1,2,2,"Argentina","esporadicamente","ciencias-salud","masters","educacion","female",49,3
"247","K6TVkwQVoXzXUbDqEHJy",3,4,3,5,3,2,3,2,3,4,4,"Argentina","esporadicamente","otra-no-aplica","other","educacion","female",45,2
"248","k9v6FSeKBNOHZiFQgMrT",2,4,5,3,3,1,1,1,2,1,4,"Argentina","ocasional","otra-no-aplica","masters","consultoria-servicios-profesionales","female",46,2
"249","kfFsoGSqPNwrqaqCBAYk",3,5,4,4,1,1,5,1,4,1,4,"Argentina","esporadicamente","ciencias-salud","bachelors","otra-no-aplica","female",54,2
"250","kgt0DSdlEXLsklzVfnuB",2,2,3,3,3,3,3,2,2,3,4,"Argentina","esporadicamente","ciencias-salud","bachelors","otra-no-aplica","female",35,2
"251","kILKiXWi0DnzOA9NcYJ4",3,4,3,3,5,3,4,2,2,4,4,"España","nunca","ciencias-economicas-administracion","other","comercio-ventas","female",51,3
"252","kJGfZaocBud2f7ik77a1",4,4,4,4,2,4,4,3,2,3,4,"Argentina","ocasional","arte-diseno","bachelors","educacion","male",53,3
"253","KjOtGGpBIAPDBxhShPx8",4,5,5,5,2,3,4,3,3,4,4,"Uruguay","ocasional","ciencias-economicas-administracion","masters","comercio-ventas","male",44,3
"254","KM0Te0qrinS7v6knuL2X",3,3,4,4,2,1,2,2,2,2,2,"Perú","ocasional","ciencias-sociales-humanidades","masters","gobierno-sector-publico","male",35,2
"255","knzXUEB98RG2Kq3B4rTg",4,5,5,4,3,2,2,3,2,3,4,"Argentina","ocasional","ingenieria-tecnologia","high-school","industria-manufactura","female",18,2
"256","KOhZwHg9yakhk3yUhE2s",4,4,4,4,2,2,2,2,2,4,4,"Argentina","frecuente","derecho-ciencias-juridicas","bachelors","consultoria-servicios-profesionales","female",44,2
"257","Kp4Uq7GAQDBjPC72s3Yp",3,4,5,3,3,4,1,4,4,4,3,"España","frecuente","ciencias-sociales-humanidades","masters","educacion","male",31,3
"258","L5onfsNzp3ZgQ7qStpDv",3,5,5,5,3,3,2,1,1,1,4,"Argentina","frecuente","comunicacion-periodismo","high-school","comunicacion-marketing","female",25,2
"259","l8brnHIatzE5XLaDyL6H",5,1,1,5,1,1,1,1,1,1,1,"Argentina","nunca","ciencias-salud","other","salud-servicios-sociales","female",45,3
"260","LAD5FKBSHcpUjs2jnvGG",4,5,5,4,3,1,1,2,4,2,5,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","consultoria-servicios-profesionales","male",25,2
"261","lahfamcmwQ1WDJFbu6xt",4,4,4,4,2,2,1,2,2,2,4,"Argentina","frecuente","ciencias-educacion","bachelors","educacion","female",43,2
"262","LCE5t1jcuyfo1AsEZ2By",3,4,5,4,2,3,3,1,1,3,4,"Argentina","ocasional","derecho-ciencias-juridicas","masters","gobierno-sector-publico","male",26,2
"263","LCwXNbipQnxiEwDFwVaa",4,4,4,4,3,4,4,3,4,3,4,"Argentina","ocasional","ciencias-economicas-administracion","high-school","otra-no-aplica","male",18,3
"264","lEgOyXRKWgVwh5IfhAYe",4,4,5,3,3,3,4,2,4,2,3,"Argentina","frecuente","ciencias-sociales-humanidades","high-school","salud-servicios-sociales","female",25,3
"265","lFP2IxwVVQyUDHiedP4y",2,3,5,3,4,1,2,1,1,1,1,"Argentina","ocasional","ciencias-educacion","bachelors","educacion","female",37,2
"266","Lgr55AL9OwQLeJ1KAU8z",3,4,4,2,3,2,1,1,2,2,2,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","educacion","male",47,3
"267","Lhg0eYx6DMTglCWggyyR",2,4,4,4,3,1,2,1,1,3,3,"Argentina","ocasional","ciencias-sociales-humanidades","high-school","gobierno-sector-publico","female",22,3
"268","lixwHwr98x3zCddht6os",3,4,4,3,3,2,1,2,1,2,3,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","educacion","male",41,3
"269","LJ0vAmWJclpeIDt9ZhZy",3,4,4,4,3,3,3,1,1,2,2,"Argentina","ocasional","otra-no-aplica","masters","educacion","female",42,3
"270","LktITJTzRQfWVk1ooAiu",4,5,4,4,3,3,1,1,4,2,4,"Perú","frecuente","ciencias-salud","bachelors","otra-no-aplica","female",19,2
"271","lLH4SZOf46yGsiaE0ffV",1,3,4,2,5,1,2,1,1,1,1,"Argentina","ocasional","ciencias-educacion","bachelors","educacion","female",25,2
"272","lNkq03GCXqDWwxB8dMEm",3,4,4,3,3,1,1,1,1,2,2,"Argentina","esporadicamente","ciencias-sociales-humanidades","doctorate","educacion","female",57,2
"273","lpuIPhRDtPoY1Sx8WjVL",4,4,5,3,4,1,4,2,4,2,4,"Argentina","frecuente","ciencias-sociales-humanidades","doctorate","educacion","male",45,2
"274","LQLtmIgd8DjVA5ld0dMN",2,4,4,2,4,1,1,1,1,2,4,"Argentina","esporadicamente","ciencias-sociales-humanidades","doctorate","educacion","female",37,2
"275","LRWa2QWN0ICkWlXQ0Ejn",3,3,4,4,3,2,4,1,1,3,4,"España","esporadicamente","ciencias-economicas-administracion","masters","comercio-ventas","female",34,3
"276","Ls6aaAvSM4M0QatNIias",3,3,4,4,2,2,2,2,3,2,3,"Argentina","frecuente","ciencias-salud","doctorate","salud-servicios-sociales","female",45,3
"277","LSHtXSxdccCjoLYLDFCQ",5,5,5,4,1,3,3,3,4,5,4,"Argentina","frecuente","ciencias-economicas-administracion","bachelors","otra-no-aplica","male",20,3
"278","lSplPqMa8EfGQkOG3mVh",4,5,5,4,3,3,4,1,2,3,4,"Argentina","ocasional","ciencias-salud","high-school","otra-no-aplica","female",23,3
"279","ltdY8MbuwpY2MW1Hwqw5",3,4,4,4,4,2,2,2,2,2,2,"Argentina","frecuente","ciencias-sociales-humanidades","high-school","otra-no-aplica","male",23,2
"280","lylvkfgnf13gHdaLy1be",4,4,4,4,2,3,3,2,3,3,4,"Argentina","frecuente","derecho-ciencias-juridicas","bachelors","educacion","male",57,2
"281","M6e9F8XlDksBy24kE4pl",5,5,5,5,1,3,2,3,4,2,5,"Argentina","ocasional","ingenieria-tecnologia","high-school","otra-no-aplica","male",18,3
"282","M9Qm8hsbTLcO9RmUu4XK",4,3,5,3,1,1,4,1,1,1,1,"Argentina","esporadicamente","ciencias-economicas-administracion","bachelors","comercio-ventas","male",25,2
"283","mAk1f9gnpPpKo5ksxCoG",5,5,5,4,2,2,2,2,2,2,4,"Argentina","frecuente","ciencias-sociales-humanidades","masters","consultoria-servicios-profesionales","female",44,3
"284","mcCRT7HbcmPs1XByK4BD",3,1,1,3,4,2,3,2,4,1,4,"Argentina","frecuente","ciencias-sociales-humanidades","doctorate","educacion","male",60,2
"285","mDxKbsW2cUSFOplRYFhj",3,3,4,3,2,2,3,2,3,4,4,"Argentina","ocasional","ciencias-educacion","masters","educacion","female",46,2
"286","mfCJjwOoIdsCPWYYogch",2,2,4,2,5,1,3,1,1,3,3,"Argentina","esporadicamente","ciencias-sociales-humanidades","bachelors","industria-manufactura","female",25,3
"287","mFsSMl6jOQoDkEuVk55k",4,3,4,4,2,2,2,2,2,2,4,"Argentina","frecuente","ciencias-salud","bachelors","salud-servicios-sociales","female",31,2
"288","MKJuUpEXJzS6wbjCEvHh",3,5,5,4,1,3,3,3,2,4,4,"Argentina","frecuente","derecho-ciencias-juridicas","bachelors","salud-servicios-sociales","female",45,3
"289","MKPWCCGMYnHYv8v2hDbh",3,2,3,3,3,2,2,2,2,2,2,"Argentina","nunca","ciencias-economicas-administracion","high-school","administracion-finanzas","female",47,3
"290","ML1i8PyO0Jm1MZoHx3WH",4,2,1,2,5,2,2,1,1,1,2,"Argentina","ocasional","ciencias-salud","bachelors","otra-no-aplica","female",40,2
"291","mleX7L6Ce7BtjzK8R4Ea",4,4,4,3,3,1,2,2,3,4,4,"España","frecuente","arte-diseno","masters","arte-cultura-diseno","female",25,2
"292","MLS6Q7hc2seqEvLMoSID",4,3,5,4,1,2,3,1,1,1,2,"Argentina","ocasional","ciencias-sociales-humanidades","masters","arte-cultura-diseno","male",32,2
"293","mPEMrSOdwfk3lDYNBR0l",4,4,4,4,3,3,3,2,2,2,3,"Otros","esporadicamente","ciencias-educacion","doctorate","educacion","female",61,2
"294","ms3b0GD6lcAUDLYGBitr",5,3,5,4,1,2,2,2,2,2,2,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","tecnologia-informatica","male",29,3
"295","ms76pkCYpq9TwnGCEXy8",2,4,4,3,3,2,2,2,2,2,4,"Argentina","ocasional","arte-diseno","high-school","educacion","male",43,3
"296","mWfKh6rLwwY5x2m6yued",4,5,5,3,3,2,2,1,1,2,4,"Argentina","frecuente","ciencias-exactas-naturales","high-school","otra-no-aplica","male",24,2
"297","MwvSZ2Wq0JwJsw0FQpKD",4,4,4,4,2,3,3,2,3,5,4,"Argentina","ocasional","ciencias-salud","bachelors","salud-servicios-sociales","female",42,2
"298","myZNuAAHS72Doa5sw7Kx",4,5,5,4,1,4,2,1,1,4,2,"Argentina","ocasional","ciencias-sociales-humanidades","masters","consultoria-servicios-profesionales","male",40,3
"299","N3y8Hh8f61cKw1tHPIH9",3,4,4,3,4,2,1,1,1,2,4,"Argentina","esporadicamente","ciencias-salud","doctorate","salud-servicios-sociales","female",56,3
"300","n4ZWXEjSCuwant00WoW6",3,2,4,2,4,3,3,2,2,4,2,"España","ocasional","ciencias-sociales-humanidades","bachelors","educacion","female",35,2
"301","n6dQ1bZA6IT9aww73nss",4,4,5,3,2,3,2,1,2,4,4,"Argentina","ocasional","ciencias-salud","bachelors","salud-servicios-sociales","male",40,2
"302","NaU1a0OpJO9Tw16WAcmE",4,4,5,3,3,1,1,2,4,4,4,"Chile","frecuente","ciencias-salud","bachelors","otra-no-aplica","female",26,2
"303","nBkdnUq8dp6hBoAuNQIP",4,4,5,4,3,3,4,3,3,4,4,"Uruguay","frecuente","ciencias-economicas-administracion","bachelors","administracion-finanzas","male",42,3
"304","NCbqB71H8H3IFbkURYgL",4,3,4,4,1,2,3,3,2,4,3,"Argentina","ocasional","otra-no-aplica","bachelors","otra-no-aplica","male",41,3
"305","nctvuhKti9yqDOh8pyci",4,5,4,4,4,3,3,1,4,2,4,"España","ocasional","ciencias-sociales-humanidades","doctorate","educacion","female",44,2
"306","NfZ2hCzkqc88uo9ik17l",3,4,4,4,3,4,4,3,4,4,4,"Argentina","esporadicamente","ciencias-sociales-humanidades","bachelors","educacion","female",34,2
"307","NHVTfLwncquTd0GsEvsr",3,4,5,2,2,1,1,1,1,1,4,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","comercio-ventas","female",47,3
"308","nIsBOgZmyLmPvJ9BJ822",2,4,3,2,4,3,4,2,2,4,4,"España","nunca","otra-no-aplica","high-school","comercio-ventas","female",56,3
"309","njR2XBsbQ7RmADktSDmC",3,4,4,4,3,2,2,1,2,3,2,"Argentina","ocasional","ciencias-sociales-humanidades","masters","educacion","female",49,3
"310","nkXeEFBe9r3ZjQ9mLQBK",4,4,4,4,2,3,3,1,1,4,4,"Argentina","ocasional","ciencias-salud","bachelors","salud-servicios-sociales","male",64,3
"311","NLp2bipPRRsyF2OxtNcJ",3,4,4,3,3,3,4,4,3,3,4,"Argentina","esporadicamente","otra-no-aplica","bachelors","otra-no-aplica","female",58,2
"312","nNCkqOuQA508taOMAndy",5,5,5,5,3,3,3,3,3,2,3,"Argentina","frecuente","ciencias-exactas-naturales","bachelors","educacion","male",56,2
"313","NPzvmwbkCrKvhuB5yIiD",4,3,4,3,3,4,5,4,4,4,5,"España","esporadicamente","ciencias-educacion","bachelors","educacion","female",28,2
"314","NsMRTR4IcF3C1gTRzKR8",3,4,4,3,3,1,2,2,2,2,2,"Argentina","esporadicamente","ciencias-sociales-humanidades","bachelors","educacion","female",36,2
"315","nsoyC7r7IFTAbM3iuyQF",4,5,5,5,2,4,4,3,4,3,4,"Uruguay","ocasional","ciencias-economicas-administracion","bachelors","administracion-finanzas","female",56,2
"316","NTi8OdFETF2uzmGbD6r6",4,4,5,3,3,3,2,2,3,4,3,"España","ocasional","ciencias-educacion","masters","educacion","male",28,2
"317","nutGDofApR0kwWdkpuIJ",4,4,4,4,2,2,1,2,2,4,4,"Argentina","frecuente","ciencias-exactas-naturales","bachelors","consultoria-servicios-profesionales","female",30,3
"318","NWxQcPzwDECC925cAO8H",2,3,4,2,4,3,2,2,2,4,4,"Argentina","frecuente","ciencias-sociales-humanidades","doctorate","educacion","male",47,2
"319","NXPvhmXkNOpKlVwtDtbP",3,3,4,5,2,2,3,1,2,4,4,"Argentina","ocasional","arte-diseno","bachelors","comunicacion-marketing","male",40,3
"320","Nyj2szpBGZeLdnwJy6eJ",4,4,5,4,2,2,2,2,2,2,2,"Argentina","frecuente","arte-diseno","bachelors","tecnologia-informatica","female",49,3
"321","NZ27zA9X9H46JKgAhvuv",1,3,4,3,3,1,4,1,3,2,2,"Argentina","ocasional","ciencias-salud","bachelors","otra-no-aplica","female",22,2
"322","nzjnxjZevZWYkWrhP9vi",4,4,5,4,2,2,2,4,4,2,4,"Argentina","frecuente","ciencias-sociales-humanidades","masters","educacion","female",41,3
"323","nzXj4jUqOhzcExMjFzsx",5,5,5,5,3,3,3,2,3,4,4,"Argentina","ocasional","ciencias-salud","bachelors","salud-servicios-sociales","female",58,2
"324","nZzP22iArK77TXc4vNaz",4,4,5,4,1,2,4,2,2,2,4,"Argentina","esporadicamente","ciencias-economicas-administracion","bachelors","otra-no-aplica","female",18,3
